[claude-sonnet-5 curve r1] correct=fouis probe_acc=0.20 argmax=['fouis', 'ivuia', 'ivuia', 'ivuia', 'ivuia']
[claude-sonnet-5 curve r2] correct=pzccb probe_acc=0.20 argmax=['pzccb', 'ipjgr', 'cmhtq', 'cmhtq', 'cmhtq']
[claude-sonnet-5 curve r3] correct=fttbz probe_acc=0.80 argmax=['fttbz', 'iqtct', 'fttbz', 'fttbz', 'fttbz']
[claude-sonnet-5 curve r4] correct=psbrj probe_acc=0.20 argmax=['psbrj', 'ieuim', 'ieuim', 'ieuim', 'ieuim']
[claude-sonnet-5 curve r5] correct=mpyfu probe_acc=0.40 argmax=['mpyfu', 'raezz', 'mhpnf', 'mpyfu', 'raezz']
[claude-sonnet-5 curve r6] correct=mjriu probe_acc=0.80 argmax=['mjriu', 'oznwj', 'mjriu', 'mjriu', 'mjriu']
[claude-sonnet-5 curve r7] correct=hggkd probe_acc=0.20 argmax=['hggkd', 'egaob', 'egaob', 'egaob', 'egaob']
[claude-sonnet-5 curve r8] correct=ooeff probe_acc=0.20 argmax=['ooeff', 'cvqmd', 'cvqmd', 'cvqmd', 'cvqmd']
[claude-sonnet-5 curve r9] correct=agxwg probe_acc=0.60 argmax=['agxwg', 'cpciv', 'ctasz', 'agxwg', 'agxwg']
[claude-sonnet-5 curve r10] correct=cwjsq probe_acc=0.60 argmax=['cwjsq', 'saxkl', 'saxkl', 'cwjsq', 'cwjsq']
[claude-sonnet-5 curve r11] correct=ljrdu probe_acc=0.40 argmax=['ljrdu', 'hpquf', 'ljrdu', 'hpquf', 'hpquf']
[claude-sonnet-5 curve r12] correct=blrey probe_acc=0.60 argmax=['blrey', 'dhhkz', 'fcivd', 'blrey', 'blrey']
[claude-sonnet-5 curve r13] correct=bwfty probe_acc=0.80 argmax=['bwfty', 'herbv', 'bwfty', 'bwfty', 'bwfty']
[claude-sonnet-5 curve r14] correct=cssei probe_acc=0.40 argmax=['cssei', 'evkae', 'evkae', 'cssei', 'evkae']
[claude-sonnet-5 curve r15] correct=goteg probe_acc=0.60 argmax=['goteg', 'csbri', 'goteg', 'goteg', 'csbri']
[claude-sonnet-5 curve r16] correct=hlpof probe_acc=0.40 argmax=['hlpof', 'gaimt', 'gaimt', 'hlpof', 'gaimt']
[claude-sonnet-5 curve r17] correct=dzgum probe_acc=0.40 argmax=['dzgum', 'grhqw', 'grhqw', 'grhqw', 'dzgum']
[claude-sonnet-5 curve r18] correct=gwhah probe_acc=0.40 argmax=['gwhah', 'feeiw', 'cmedn', 'cmedn', 'gwhah']
[claude-sonnet-5 curve r19] correct=bpcgh probe_acc=0.20 argmax=['bpcgh', 'etiob', 'dtomv', 'etiob', 'etiob']
[claude-sonnet-5 curve r20] correct=dqnnu probe_acc=0.60 argmax=['dqnnu', 'dqdtu', 'dqnnu', 'dqdtu', 'dqnnu']
[claude-sonnet-5 curve r1] correct=euktf probe_acc=0.20 argmax=['euktf', 'apeaz', 'apeaz', 'apeaz', 'apeaz']
[claude-sonnet-5 curve r2] correct=fcabt probe_acc=0.40 argmax=['fcabt', 'hqyui', 'hqyui', 'hqyui', 'fcabt']
[claude-sonnet-5 curve r3] correct=itebt probe_acc=0.80 argmax=['itebt', 'lyqsu', 'itebt', 'itebt', 'itebt']
[claude-sonnet-5 curve r4] correct=jlbra probe_acc=0.40 argmax=['jlbra', 'hccqg', 'hccqg', 'jlbra', 'hccqg']
[claude-sonnet-5 curve r5] correct=cknzw probe_acc=0.40 argmax=['cknzw', 'gxdql', 'gxdql', 'gxdql', 'cknzw']
[claude-sonnet-5 curve r6] correct=jxfhg probe_acc=0.40 argmax=['jxfhg', 'efhnp', 'efhnp', 'efhnp', 'jxfhg']
[claude-sonnet-5 curve r7] correct=muizb probe_acc=0.60 argmax=['muizb', 'odgjn', 'muizb', 'muizb', 'odgjn']
[claude-sonnet-5 curve r8] correct=mbcdw probe_acc=0.20 argmax=['mbcdw', 'hpjgx', 'hpjgx', 'hpjgx', 'ccrbl']
[claude-sonnet-5 curve r9] correct=imqwf probe_acc=0.60 argmax=['imqwf', 'giosf', 'imqwf', 'imqwf', 'ldfuv']
[claude-sonnet-5 curve r10] correct=bqzza probe_acc=0.40 argmax=['bqzza', 'ayoss', 'ayoss', 'bqzza', 'axbkh']
[claude-sonnet-5 curve r11] correct=ctcow probe_acc=0.40 argmax=['ctcow', 'oqoma', 'ctcow', 'oqoma', 'jlslu']
[claude-sonnet-5 curve r12] correct=dsooz probe_acc=0.60 argmax=['dsooz', 'fsklb', 'dsooz', 'fsklb', 'dsooz']
[claude-sonnet-5 curve r13] correct=nvlzl probe_acc=0.60 argmax=['nvlzl', 'mvrkk', 'nvlzl', 'nvlzl', 'grpca']
[claude-sonnet-5 curve r14] correct=dvahv probe_acc=0.20 argmax=['dvahv', 'eizoe', 'eizoe', 'eizoe', 'eyrzz']
[claude-sonnet-5 curve r15] correct=ngieo probe_acc=0.80 argmax=['ngieo', 'mbbdh', 'ngieo', 'ngieo', 'ngieo']
[claude-sonnet-5 curve r16] correct=dthug probe_acc=0.60 argmax=['dthug', 'acyyr', 'dthug', 'dthug', 'cmqez']
[claude-sonnet-5 curve r17] correct=egjvz probe_acc=0.60 argmax=['egjvz', 'cluch', 'egjvz', 'egjvz', 'kmrqv']
[claude-sonnet-5 curve r18] correct=goese probe_acc=0.60 argmax=['goese', 'pmqwp', 'goese', 'pmqwp', 'goese']
[claude-sonnet-5 curve r19] correct=hweog probe_acc=0.80 argmax=['hweog', 'eukuw', 'hweog', 'hweog', 'hweog']
[claude-sonnet-5 curve r20] correct=bjyid probe_acc=0.80 argmax=['bjyid', 'bwqev', 'bjyid', 'bjyid', 'bjyid']
[claude-haiku-4-5-20251001 curve r1] correct=fouis probe_acc=0.20 argmax=['fouis', 'ivuia', 'ivuia', 'ivuia', 'ivuia']
[claude-haiku-4-5-20251001 curve r2] correct=pzccb probe_acc=0.20 argmax=['pzccb', 'ipjgr', 'cmhtq', 'cmhtq', 'cmhtq']
[claude-haiku-4-5-20251001 curve r3] correct=fttbz probe_acc=0.80 argmax=['fttbz', 'iqtct', 'fttbz', 'fttbz', 'fttbz']
[claude-haiku-4-5-20251001 curve r4] correct=psbrj probe_acc=0.20 argmax=['psbrj', 'ieuim', 'ieuim', 'ieuim', 'ieuim']
[claude-haiku-4-5-20251001 curve r5] correct=mpyfu probe_acc=0.80 argmax=['mpyfu', 'raezz', 'mpyfu', 'mpyfu', 'mpyfu']
[claude-haiku-4-5-20251001 curve r6] correct=mjriu probe_acc=0.20 argmax=['mjriu', 'oznwj', 'lvdex', 'lvdex', 'lvdex']
[claude-haiku-4-5-20251001 curve r7] correct=hggkd probe_acc=0.40 argmax=['hggkd', 'egaob', 'hggkd', 'egaob', 'egaob']
[claude-haiku-4-5-20251001 curve r8] correct=ooeff probe_acc=0.20 argmax=['ooeff', 'cvqmd', 'cvqmd', 'cvqmd', 'cvqmd']
[claude-haiku-4-5-20251001 curve r9] correct=agxwg probe_acc=0.40 argmax=['agxwg', 'cpciv', 'agxwg', 'cpciv', 'cpciv']
[claude-haiku-4-5-20251001 curve r10] correct=cwjsq probe_acc=0.60 argmax=['cwjsq', 'saxkl', 'cwjsq', 'cwjsq', 'saxkl']
[claude-haiku-4-5-20251001 curve r11] correct=ljrdu probe_acc=0.20 argmax=['ljrdu', 'hpquf', 'hpquf', 'hpquf', 'hpquf']
[claude-haiku-4-5-20251001 curve r12] correct=blrey probe_acc=0.40 argmax=['blrey', 'dhhkz', 'blrey', 'fcivd', 'fcivd']
[claude-haiku-4-5-20251001 curve r13] correct=bwfty probe_acc=0.80 argmax=['bwfty', 'herbv', 'bwfty', 'bwfty', 'bwfty']
[claude-haiku-4-5-20251001 curve r14] correct=cssei probe_acc=0.20 argmax=['cssei', 'evkae', 'evkae', 'evkae', 'evkae']
[claude-haiku-4-5-20251001 curve r15] correct=goteg probe_acc=0.60 argmax=['goteg', 'csbri', 'goteg', 'goteg', 'csbri']
[claude-haiku-4-5-20251001 curve r16] correct=hlpof probe_acc=0.20 argmax=['hlpof', 'gaimt', 'gaimt', 'gaimt', 'gaimt']
[claude-haiku-4-5-20251001 curve r17] correct=dzgum probe_acc=0.20 argmax=['dzgum', 'grhqw', 'grhqw', 'grhqw', 'grhqw']
[claude-haiku-4-5-20251001 curve r18] correct=gwhah probe_acc=0.60 argmax=['gwhah', 'feeiw', 'gwhah', 'cmedn', 'gwhah']
[claude-haiku-4-5-20251001 curve r19] correct=bpcgh probe_acc=0.20 argmax=['bpcgh', 'etiob', 'etiob', 'etiob', 'etiob']
[claude-haiku-4-5-20251001 curve r20] correct=dqnnu probe_acc=0.60 argmax=['dqnnu', 'dqdtu', 'dqnnu', 'dqnnu', 'dyayn']
[claude-haiku-4-5-20251001 curve r1] correct=euktf probe_acc=0.40 argmax=['euktf', 'apeaz', 'apeaz', 'apeaz', 'euktf']
[claude-haiku-4-5-20251001 curve r2] correct=fcabt probe_acc=0.40 argmax=['fcabt', 'hqyui', 'hqyui', 'hqyui', 'fcabt']
[claude-haiku-4-5-20251001 curve r3] correct=itebt probe_acc=0.80 argmax=['itebt', 'lyqsu', 'itebt', 'itebt', 'itebt']
[claude-haiku-4-5-20251001 curve r4] correct=jlbra probe_acc=0.80 argmax=['jlbra', 'hccqg', 'jlbra', 'jlbra', 'jlbra']
[claude-haiku-4-5-20251001 curve r5] correct=cknzw probe_acc=0.20 argmax=['cknzw', 'gxdql', 'gxdql', 'gxdql', 'gxdql']
[claude-haiku-4-5-20251001 curve r6] correct=jxfhg probe_acc=0.20 argmax=['jxfhg', 'efhnp', 'efhnp', 'efhnp', 'efhnp']
[claude-haiku-4-5-20251001 curve r7] correct=muizb probe_acc=0.60 argmax=['muizb', 'odgjn', 'muizb', 'muizb', 'odgjn']
[claude-haiku-4-5-20251001 curve r8] correct=mbcdw probe_acc=0.20 argmax=['mbcdw', 'hpjgx', 'hpjgx', 'hpjgx', 'hpjgx']
[claude-haiku-4-5-20251001 curve r9] correct=imqwf probe_acc=0.40 argmax=['imqwf', 'giosf', 'imqwf', 'giosf', 'giosf']
[claude-haiku-4-5-20251001 curve r10] correct=bqzza probe_acc=0.20 argmax=['bqzza', 'ayoss', 'ayoss', 'ayoss', 'ayoss']
[claude-haiku-4-5-20251001 curve r11] correct=ctcow probe_acc=0.80 argmax=['ctcow', 'oqoma', 'ctcow', 'ctcow', 'ctcow']
[claude-haiku-4-5-20251001 curve r12] correct=dsooz probe_acc=0.20 argmax=['dsooz', 'fsklb', 'fsklb', 'fsklb', 'fsklb']
[claude-haiku-4-5-20251001 curve r13] correct=nvlzl probe_acc=0.80 argmax=['nvlzl', 'mvrkk', 'nvlzl', 'nvlzl', 'nvlzl']
[claude-haiku-4-5-20251001 curve r14] correct=dvahv probe_acc=0.20 argmax=['dvahv', 'eizoe', 'eizoe', 'eizoe', 'eyrzz']
[claude-haiku-4-5-20251001 curve r15] correct=ngieo probe_acc=0.80 argmax=['ngieo', 'mbbdh', 'ngieo', 'ngieo', 'ngieo']
[claude-haiku-4-5-20251001 curve r16] correct=dthug probe_acc=0.40 argmax=['dthug', 'acyyr', 'acyyr', 'dthug', 'acyyr']
[claude-haiku-4-5-20251001 curve r17] correct=egjvz probe_acc=0.20 argmax=['egjvz', 'cluch', 'cluch', 'cluch', 'cluch']
[claude-haiku-4-5-20251001 curve r18] correct=goese probe_acc=0.60 argmax=['goese', 'pmqwp', 'goese', 'fpkcs', 'goese']
[claude-haiku-4-5-20251001 curve r19] correct=hweog probe_acc=0.60 argmax=['hweog', 'eukuw', 'eukuw', 'hweog', 'hweog']
[claude-haiku-4-5-20251001 curve r20] correct=bjyid probe_acc=0.20 argmax=['bjyid', 'bwqev', 'kciwj', 'kciwj', 'kciwj']
[gpt-4o curve r1] correct=fouis probe_acc=0.20 argmax=['fouis', 'ivuia', 'ivuia', 'ivuia', 'ivuia']
[gpt-4o curve r2] correct=pzccb probe_acc=0.80 argmax=['pzccb', 'ipjgr', 'pzccb', 'pzccb', 'pzccb']
[gpt-4o curve r3] correct=fttbz probe_acc=0.80 argmax=['fttbz', 'iqtct', 'fttbz', 'fttbz', 'fttbz']
[gpt-4o curve r4] correct=psbrj probe_acc=0.20 argmax=['psbrj', 'ieuim', 'ieuim', 'ieuim', 'ieuim']
[gpt-4o curve r5] correct=mpyfu probe_acc=0.60 argmax=['mpyfu', 'raezz', 'mpyfu', 'mpyfu', 'raezz']
[gpt-4o curve r6] correct=mjriu probe_acc=0.80 argmax=['mjriu', 'oznwj', 'mjriu', 'mjriu', 'mjriu']
[gpt-4o curve r7] correct=hggkd probe_acc=0.20 argmax=['hggkd', 'egaob', 'egaob', 'egaob', 'egaob']
[gpt-4o curve r8] correct=ooeff probe_acc=0.20 argmax=['ooeff', 'cvqmd', 'cvqmd', 'cvqmd', 'cvqmd']
[gpt-4o curve r9] correct=agxwg probe_acc=0.80 argmax=['agxwg', 'cpciv', 'agxwg', 'agxwg', 'agxwg']
[gpt-4o curve r10] correct=cwjsq probe_acc=0.80 argmax=['cwjsq', 'saxkl', 'cwjsq', 'cwjsq', 'cwjsq']
[gpt-4o curve r11] correct=ljrdu probe_acc=0.20 argmax=['ljrdu', 'hpquf', 'hpquf', 'hpquf', 'hpquf']
[gpt-4o curve r12] correct=blrey probe_acc=0.80 argmax=['blrey', 'dhhkz', 'blrey', 'blrey', 'blrey']
[gpt-4o curve r13] correct=bwfty probe_acc=0.80 argmax=['bwfty', 'herbv', 'bwfty', 'bwfty', 'bwfty']
[gpt-4o curve r14] correct=cssei probe_acc=0.40 argmax=['cssei', 'evkae', 'evkae', 'cssei', 'evkae']
[gpt-4o curve r15] correct=goteg probe_acc=0.20 argmax=['goteg', 'csbri', 'csbri', 'csbri', 'csbri']
